iteration,x_1,x_2,x_3,y_1,y_2,norm_d,distance_PS,difference,cos,alpha_1,alpha_2,is_start_hitting,is_stop_hitting
26,2.9786338806152344,2.0016183853149414,2.2240076065063477,0.7192319631576538,0.764665961265564,2.2747178077697754,1.5200519561767578,1.968508331628982e-05,1.0000001192092896,0.5000000010211748,0.5094301185741351,False,False
27,2.980292797088623,2.000070333480835,2.2238471508026123,0.7087828516960144,0.7646689414978027,2.2706265449523926,1.5176395177841187,1.084165705833584e-05,1.0,0.5000000007348029,0.5111293143929507,False,False
28,2.9819416999816895,1.9985171556472778,2.223689317703247,0.6983538269996643,0.7646715641021729,2.2669754028320312,1.51547110080719,6.821021997893695e-06,1.0,0.5000000005260474,0.512656002505389,False,False
29,2.9835805892944336,1.996958613395691,2.2235336303710938,0.6879439949989319,0.764674186706543,2.2637758255004883,1.5135478973388672,4.63061815025867e-06,0.9999998807907104,0.5000000003804764,0.5140055588444378,False,False
30,2.9852097034454346,1.9953943490982056,2.223379611968994,0.6775486469268799,0.7646766304969788,2.2610225677490234,1.5118663311004639,3.526762156980112e-06,1.0,0.5000000002812829,0.5151786603196449,False,False
31,2.9868292808532715,1.9938241243362427,2.2232272624969482,0.6671679019927979,0.7646785974502563,2.2587223052978516,1.5104280710220337,2.672630444067181e-06,0.9999998807907104,0.5000000002147579,0.5161721756081341,False,False
32,2.9884397983551025,1.9922477006912231,2.2230758666992188,0.6567966341972351,0.7646807432174683,2.2568647861480713,1.5092278718948364,2.1672353796020616e-06,1.0000001192092896,0.5000000001704402,0.5169895146651223,False,False
33,2.9900412559509277,1.9906647205352783,2.2229251861572266,0.6464356184005737,0.7646821141242981,2.255464792251587,1.5082699060440063,1.7960690001928015e-06,0.9999998807907104,0.5000000001416534,0.517624733708231,False,False
34,2.9916341304779053,1.989074945449829,2.2227747440338135,0.6360805630683899,0.7646836638450623,2.254507303237915,1.5075474977493286,1.544050860502466e-06,1.0,0.5000000001236123,0.5180831685633015,False,False
35,2.993218421936035,1.9874781370162964,2.2226243019104004,0.6257299184799194,0.7646850943565369,2.253995656967163,1.5070605278015137,1.385807991027832e-06,1.0,0.5000000001136233,0.5183636352018507,False,False
36,2.9947946071624756,1.9858739376068115,2.222473382949829,0.6153803467750549,0.7646860480308533,2.2539265155792236,1.506807804107666,1.4256136182666523e-06,0.9999998807907104,0.5000000001101679,0.5184670092900834,False,False
37,2.9963629245758057,1.984262228012085,2.2223217487335205,0.605031430721283,0.7646865844726562,2.2543041706085205,1.506788730621338,1.4354699260366033e-06,1.0,0.5000000001127727,0.5183923373195678,False,False
38,2.9979236125946045,1.982642650604248,2.2221686840057373,0.5946796536445618,0.7646872401237488,2.2551183700561523,1.5069986581802368,1.4651714081992395e-06,0.9999998807907104,0.500000000121672,0.5181435106173374,False,False
39,2.999476909637451,1.9810149669647217,2.2220141887664795,0.5843225121498108,0.7646874189376831,2.2563703060150146,1.5074373483657837,1.7326404986306443e-06,1.0000001192092896,0.5000000001381463,0.5177206306305326,False,False
40,3.001023054122925,1.9793790578842163,2.2218575477600098,0.5739588141441345,0.7646876573562622,2.2580554485321045,1.5081017017364502,2.0405343548191013e-06,0.9999998807907104,0.5000000001645196,0.5171259904668534,False,False
41,3.0025622844696045,1.9777345657348633,2.221698760986328,0.5635854601860046,0.764687180519104,2.26017165184021,1.5089912414550781,2.516885160730453e-06,1.0,0.5000000002046682,0.5163606381620441,False,False
42,3.0040948390960693,1.9760812520980835,2.2215371131896973,0.5532019138336182,0.7646867036819458,2.2627172470092773,1.51010262966156,3.18009779221029e-06,1.0,0.5000000002644696,0.5154266704921541,False,False
43,3.0056211948394775,1.9744189977645874,2.221372365951538,0.5428023934364319,0.7646862268447876,2.2656800746917725,1.5114318132400513,4.275360879546497e-06,1.0,0.5000000003522101,0.5143289886569922,False,False
44,3.007141351699829,1.972747564315796,2.2212040424346924,0.5323893427848816,0.764685332775116,2.2690675258636475,1.5129799842834473,6.11145651419065e-06,1.0,0.5000000004796797,0.5130663469356697,False,False
45,3.0086557865142822,1.9710665941238403,2.221031904220581,0.5219570994377136,0.7646841406822205,2.272866725921631,1.5147429704666138,9.338166819361504e-06,1.0,0.5000000006605839,0.511644199127367,False,False
46,3.010164737701416,1.9693760871887207,2.220855474472046,0.5115047693252563,0.7646825313568115,2.277071952819824,1.516717553138733,1.5669342246837914e-05,0.9999998807907104,0.5000000009083438,0.5100662571909252,False,False
47,3.0116684436798096,1.9676756858825684,2.220674514770508,0.5010311603546143,0.7646808624267578,2.2816734313964844,1.5189018249511719,3.058014408452436e-05,1.0,0.5000000012289442,0.5083378451314001,False,False
48,3.013167142868042,1.9659653902053833,2.2204885482788086,0.4905327260494232,0.7646785378456116,2.2866339683532715,1.5212942361831665,8.470064494758844e-05,1.0,0.500000002639555,0.5064763670245234,False,False
49,3.0146610736846924,1.9642448425292969,2.22029709815979,0.4800078868865967,0.7646761536598206,2.292135715484619,1.5238897800445557,3.6257315514376387e-06,1.0,0.5000000000979486,0.5044021050273846,False,False
50,3.016150712966919,1.9625139236450195,2.220099687576294,0.4694540798664093,0.7646741271018982,2.2978885173797607,1.5266863107681274,4.802743933396414e-05,0.9999998807907104,0.5000000005792935,0.5022447235567891,False,False
51,3.0176360607147217,1.9607725143432617,2.2198963165283203,0.45887091755867004,0.764671266078949,2.3028512001037598,1.5296828746795654,0.0009330254979431629,0.9999998211860657,0.500000004945813,0.500456017668253,False,False
52,3.0191166400909424,1.9590212106704712,2.2196874618530273,0.4482631981372833,0.7646661996841431,2.3047618865966797,1.5328800678253174,2.7167923690285534e-05,1.0,0.5000000003195055,0.5000132679534246,False,False
53,3.020590305328369,1.9572618007659912,2.2194762229919434,0.4376511573791504,0.7646521925926208,2.3054909706115723,1.53628671169281,0.00020677292195614427,0.9999998807907104,0.5000000066960759,0.5001007433980083,False,False
54,3.0220561027526855,1.955494999885559,2.219263792037964,0.4270431399345398,0.7646266222000122,2.306649923324585,1.539907693862915,3.9343653043033555e-05,0.9999998807907104,0.5000000014036368,0.5000191424560545,False,False
55,3.0235142707824707,1.9537206888198853,2.2190496921539307,0.41643673181533813,0.7645896077156067,2.307687759399414,1.5437345504760742,1.3678454706678167e-05,1.0,0.5000000008826408,0.5000066299660029,False,False
56,3.0249648094177246,1.9519388675689697,2.218834161758423,0.4058334231376648,0.7645395994186401,2.3087456226348877,1.5477700233459473,5.812312338093761e-06,1.0,0.5000000004795403,0.5000028053251573,False,False
57,3.0264077186584473,1.950149655342102,2.2186169624328613,0.39523231983184814,0.7644768357276917,2.3098340034484863,1.552005648612976,2.626834202601458e-06,1.0,0.5000000002263176,0.5000012714983684,False,False
58,3.0278429985046387,1.9483530521392822,2.218398332595825,0.3846358358860016,0.7643996477127075,2.3109583854675293,1.556442141532898,1.2218952178955078e-06,1.0000001192092896,0.5000000001056626,0.5000005866669779,False,False
59,3.029270648956299,1.9465491771697998,2.2181780338287354,0.3740435838699341,0.7643083930015564,2.3121166229248047,1.561072587966919,7.633119025740598e-07,0.9999999403953552,0.5000000000888044,0.5000003563357034,False,False
60,3.0306906700134277,1.9447379112243652,2.217956304550171,0.36345574259757996,0.7642017006874084,2.313260555267334,1.5658971071243286,4.655005250242539e-05,1.0,0.5000000072371696,0.5000223687630683,False,False
61,3.0321028232574463,1.942919373512268,2.217733144760132,0.3528735041618347,0.7640787959098816,2.3145058155059814,1.5709102153778076,3.060128437937237e-05,1.0,0.5000000057175059,0.500014652941162,False,False
62,3.0335073471069336,1.9410935640335083,2.217508316040039,0.34229546785354614,0.7639398574829102,2.315776824951172,1.5761066675186157,2.0821076759602875e-05,1.0,0.5000000043787773,0.5000099649898047,False,False
63,3.0349044799804688,1.9392606019973755,2.2172820568084717,0.33172303438186646,0.7637832164764404,2.317074775695801,1.5814845561981201,1.4555040252162144e-05,0.9999999403953552,0.5000000032518761,0.5000069360203795,False,False
64,3.0362939834594727,1.93742036819458,2.2170541286468506,0.32115641236305237,0.7636091113090515,2.3184027671813965,1.5870393514633179,1.0234353794658091e-05,0.9999999403953552,0.5000000023428841,0.5000048681874738,False,False
65,3.0376758575439453,1.9355729818344116,2.216824531555176,0.31059530377388,0.7634167075157166,2.3197600841522217,1.5927670001983643,7.168682259361958e-06,1.0,0.5000000016388916,0.5000034096460354,False,False
66,3.0390501022338867,1.9337184429168701,2.2165935039520264,0.3000417947769165,0.7632047533988953,2.3211441040039062,1.598663568496704,5.5397858886863105e-06,0.9999999403953552,0.500000001594899,0.5000026140176914,False,False
67,3.040416955947876,1.9318568706512451,2.2163608074188232,0.2894939184188843,0.7629733085632324,2.32255482673645,1.6047238111495972,4.285321210772963e-06,1.0000001192092896,0.5000000015993014,0.5000020238389599,False,False
68,3.041776180267334,1.9299882650375366,2.2161264419555664,0.27895447611808777,0.762721598148346,2.3239927291870117,1.6109440326690674,3.3569640436326154e-06,1.0,0.5000000016035416,0.5000015721344774,False,False
69,3.04312801361084,1.9281126260757446,2.215890407562256,0.2684212923049927,0.7624491453170776,2.3254554271698,1.617319941520691,2.663100531208329e-06,1.0,0.5000000016075967,0.5000012283818758,False,False
70,3.0444722175598145,1.9262299537658691,2.2156527042388916,0.25789570808410645,0.7621554136276245,2.3269412517547607,1.6238453388214111,2.068203912131139e-06,1.0,0.5000000016114438,0.5000009680742619,False,False
71,3.045809030532837,1.9243403673171997,2.2154135704040527,0.24737924337387085,0.7618390321731567,2.3284518718719482,1.6305197477340698,1.6713231616449775e-06,1.0000001192092896,0.5000000016150676,0.5000007712056862,False,False
72,3.047138214111328,1.9224438667297363,2.21517276763916,0.23687148094177246,0.7614998817443848,2.3299829959869385,1.6373361349105835,1.3331335821931134e-06,1.0,0.5000000016184439,0.5000006221401027,False,False
73,3.048460006713867,1.9205405712127686,2.214930295944214,0.22637319564819336,0.761137843132019,2.3315351009368896,1.6442883014678955,1.1318018096062588e-06,1.0000001192092896,0.5000000016215551,0.5000005085738128,False,False
74,3.049774408340454,1.9186303615570068,2.214686155319214,0.21588313579559326,0.760751485824585,2.333106517791748,1.6513751745224,9.021050004776043e-07,1.0,0.5000000016243844,0.500000421111959,False,False
75,3.051081418991089,1.9167134761810303,2.214440107345581,0.20540249347686768,0.7603415846824646,2.334695339202881,1.6585872173309326,7.354594799835468e-07,1.0000001192092896,0.5000000016269126,0.5000003528589178,False,False
76,3.0523810386657715,1.9147897958755493,2.2141923904418945,0.19493228197097778,0.7599064707756042,2.336301565170288,1.6659233570098877,6.393622697942192e-07,1.0000001192092896,0.5000000016291269,0.5000002987008857,False,False
77,3.053673267364502,1.9128594398498535,2.2139430046081543,0.18447232246398926,0.7594459652900696,2.337923288345337,1.6733778715133667,5.724839411413996e-07,1.0000001192092896,0.500000001631011,0.5000002550103725,False,False
78,3.0549581050872803,1.9109225273132324,2.2136919498443604,0.17402440309524536,0.7589592337608337,2.339559316635132,1.680945873260498,4.951133405484143e-07,1.0000001192092896,0.5000000016325531,0.5000002191907211,False,False
79,3.0562357902526855,1.9089789390563965,2.2134392261505127,0.16358605027198792,0.7584462761878967,2.3412070274353027,1.6886221170425415,3.953724956318183e-07,1.0,0.5000000016337388,0.5000001894031997,False,False
80,3.0575060844421387,1.9070287942886353,2.2131845951080322,0.15315940976142883,0.7579061985015869,2.3428666591644287,1.6964023113250732,3.488272284357663e-07,1.0000001192092896,0.5000000016345592,0.5000001643299763,False,False
81,3.0587689876556396,1.9050722122192383,2.212928295135498,0.14274537563323975,0.7573384046554565,2.344536542892456,1.7042816877365112,3.1680303891334916e-07,0.9999999403953552,0.5000000016350045,0.5000001430222367,False,False
82,3.0600247383117676,1.9031091928482056,2.212670087814331,0.13234299421310425,0.7567429542541504,2.3462142944335938,1.7122541666030884,2.6656007889869215e-07,1.0,0.5000000016350651,0.5000001247896297,False,False
83,3.0612733364105225,1.9011398553848267,2.2124102115631104,0.12195366621017456,0.7561187148094177,2.3478991985321045,1.720315933227539,2.4027400513659813e-07,1.0,0.5000000016347349,0.5000001091049178,False,False
84,3.062514543533325,1.8991641998291016,2.212148427963257,0.11157763004302979,0.7554658651351929,2.3495898246765137,1.728460669517517,2.4575624024691933e-07,0.9999999403953552,0.5000000016340078,0.5000000955661238,False,False
85,3.063748598098755,1.8971822261810303,2.2118849754333496,0.1012154221534729,0.7547831535339355,2.351285457611084,1.736685872077942,2.250025943340006e-07,0.9999999403953552,0.5000000016328794,0.5000000838492447,False,False
86,3.0649755001068115,1.8951940536499023,2.2116196155548096,0.09086751937866211,0.7540704607963562,2.3529839515686035,1.7449852228164673,2.250025943340006e-07,0.9999999403953552,0.5000000016313457,0.5000000736953806,False,False
87,3.066195249557495,1.8931996822357178,2.2113523483276367,0.08053207397460938,0.7533278465270996,2.354682683944702,1.753353238105774,2.920019426255749e-07,0.9999999403953552,0.5000000016294041,0.5000000648894835,False,False
88,3.0674078464508057,1.8911992311477661,2.21108341217041,0.07021325826644897,0.7525538206100464,2.3563830852508545,1.7617863416671753,2.6656007889869215e-07,0.9999998211860657,0.5000000016270542,0.5000000572456161,False,False
89,3.068613290786743,1.889192819595337,2.210812568664551,0.05990976095199585,0.7517486810684204,2.3580806255340576,1.7702783346176147,8.940696716308594e-08,1.0,0.5000000016242955,0.5000000506093288,False,False
90,3.0698118209838867,1.8871804475784302,2.2105398178100586,0.04962146282196045,0.7509122490882874,2.3597748279571533,1.7788238525390625,8.940696716308594e-08,0.9999999403953552,0.5000000016211279,0.5000000448454732,False,False
91,3.0710031986236572,1.885162115097046,2.2102651596069336,0.03934842348098755,0.7500438094139099,2.361464738845825,1.787419319152832,1.3328003944934608e-07,0.9999999403953552,0.5000000016175546,0.5000000398358962,False,False
92,3.072187662124634,1.8831379413604736,2.209988594055176,0.029092133045196533,0.7491428256034851,2.3631482124328613,1.7960593700408936,5.960464477539063e-08,1.0,0.500000001613577,0.500000035479431,False,False
93,3.0733649730682373,1.881108045578003,2.209710121154785,0.018854260444641113,0.7482088804244995,2.3648247718811035,1.8047386407852173,1.3328003944934608e-07,0.9999999403953552,0.5000000016092004,0.5000000316876652,False,False
94,3.074535369873047,1.8790724277496338,2.2094297409057617,0.008631765842437744,0.7472421526908875,2.3664920330047607,1.8134528398513794,2.4575624024691933e-07,0.9999999403953552,0.5000000016044283,0.5000000283836096,False,False
95,3.0756988525390625,1.8770310878753662,2.2091474533081055,-0.0015711188316345215,0.7462410926818848,2.3681492805480957,1.8221981525421143,5.960464477539063e-08,1.0,0.5000000015992656,0.5000000255002423,False,False
96,3.076855421066284,1.8749842643737793,2.2088630199432373,-0.0117570161819458,0.7452070116996765,2.369793653488159,1.8309667110443115,2.9802322387695312e-08,1.0,0.5000000015937192,0.5000000229806745,False,False
97,3.078005075454712,1.8729318380355835,2.2085766792297363,-0.021924734115600586,0.7441384792327881,2.3714256286621094,1.839756965637207,2.9802322387695312e-08,0.9999999403953552,0.5000000015877947,0.5000000207737266,False,False
98,3.0791478157043457,1.870874047279358,2.2082884311676025,-0.03207272291183472,0.7430354952812195,2.3730411529541016,1.8485617637634277,2.9802322387695312e-08,1.0000001192092896,0.5000000015814994,0.5000000188369078,False,False
99,3.0802836418151855,1.8688108921051025,2.207998275756836,-0.04220098257064819,0.7418972849845886,2.374640941619873,1.8573778867721558,2.9802322387695312e-08,1.0,0.5000000015748411,0.5000000171323632,False,False
100,3.0814127922058105,1.8667423725128174,2.2077059745788574,-0.052308619022369385,0.7407238483428955,2.376223087310791,1.8662006855010986,1.2287812012345967e-07,1.0,0.5000000015678279,0.5000000156279841,False,False
101,3.0825350284576416,1.8646687269210815,2.207411766052246,-0.062396347522735596,0.7395152449607849,2.3777852058410645,1.8750240802764893,2.9802322387695312e-08,1.0000001192092896,0.5000000015604696,0.5000000142964135,False,False
102,3.083650588989258,1.8625898361206055,2.207115411758423,-0.07246363162994385,0.7382705807685852,2.379326581954956,1.8838450908660889,2.9802322387695312e-08,1.0000001192092896,0.5000000015527728,0.5000000131136284,False,False
103,3.084759473800659,1.8605059385299683,2.206817150115967,-0.08250892162322998,0.7369901537895203,2.380845069885254,1.8926576375961304,2.9802322387695312e-08,1.0,0.5000000015447489,0.5000000120595797,False,False
104,3.0858614444732666,1.85841703414917,2.206516742706299,-0.09253257513046265,0.7356734275817871,2.382340669631958,1.901457667350769,2.9802322387695312e-08,0.9999999403953552,0.5000000015364078,0.5000000111166001,False,False
105,3.086956739425659,1.8563232421875,2.206214189529419,-0.10253345966339111,0.7343200445175171,2.3838093280792236,1.910240888595581,2.5033950805664062e-06,0.9999999403953552,0.5000001527758255,0.5000010269898442,False,False
106,3.088045597076416,1.8542245626449585,2.205909490585327,-0.11251270771026611,0.7329303026199341,2.3852522373199463,1.919002652168274,2.410858769508195e-06,1.0000001192092896,0.5000001518810747,0.5000009506819827,False,False
107,3.089127779006958,1.852121114730835,2.2056028842926025,-0.1224679946899414,0.7315033674240112,2.3866662979125977,1.9277385473251343,2.134353962901514e-06,1.0000001192092896,0.5000001509575136,0.5000008816401195,False,False
108,3.090203285217285,1.850013017654419,2.205294132232666,-0.13239985704421997,0.7300394177436829,2.3880512714385986,1.9364439249038696,1.858527866716031e-06,0.9999999403953552,0.5000001500063008,0.5000008189375954,False,False
109,3.0912721157073975,1.8479002714157104,2.2049832344055176,-0.1423066258430481,0.728537917137146,2.3894054889678955,1.9451147317886353,1.9983117454103194e-06,1.0,0.500000149028445,0.5000007617796426,False,False
110,3.092334508895874,1.8457831144332886,2.2046701908111572,-0.1521884799003601,0.7269985675811768,2.3907272815704346,1.9537469148635864,1.7357134538542596e-06,1.0,0.5000001480250098,0.5000007094884265,False,False
111,3.093390464782715,1.8436615467071533,2.204355001449585,-0.16204679012298584,0.7254223227500916,2.3920140266418457,1.9623349905014038,1.688243060016248e-06,1.0,0.5000001469970031,0.5000006614938683,False,False
112,3.094439744949341,1.8415355682373047,2.2040374279022217,-0.17187947034835815,0.7238081097602844,2.393266439437866,1.970875859260559,1.6456172033940675e-06,1.0,0.5000001459456266,0.5000006172913894,False,False
113,3.095482587814331,1.8394052982330322,2.2037177085876465,-0.18168550729751587,0.7221559286117554,2.3944826126098633,1.9793648719787598,1.6037969317039824e-06,1.0000001192092896,0.5000001448719731,0.500000576459299,False,False
114,3.0965189933776855,1.8372708559036255,2.2033958435058594,-0.19146448373794556,0.7204654216766357,2.395660161972046,1.9877982139587402,1.3605013009510003e-06,0.9999999403953552,0.5000001437769349,0.5000005386331396,False,False
115,3.0975492000579834,1.835132360458374,2.2030718326568604,-0.20121800899505615,0.7187368869781494,2.3967981338500977,1.9961718320846558,1.1246181657043053e-06,1.0,0.5000001426615034,0.5000005035006239,False,False
116,3.0985729694366455,1.8329899311065674,2.2027454376220703,-0.210942804813385,0.7169702649116516,2.397895574569702,2.004481077194214,1.0941957953036763e-06,1.0,0.5000001415270368,0.5000004707949978,False,False
117,3.099590301513672,1.8308435678482056,2.2024168968200684,-0.2206396460533142,0.7151651978492737,2.398951292037964,2.0127224922180176,1.2839233249906101e-06,1.0,0.500000140374465,0.5000004402814641,False,False
118,3.1006014347076416,1.8286933898925781,2.2020859718322754,-0.2303088903427124,0.71332186460495,2.399962902069092,2.0208919048309326,1.2629998309421353e-06,0.9999998211860657,0.5000001392047161,0.5000004117597139,False,False
119,3.1016061305999756,1.8265395164489746,2.2017529010772705,-0.23994922637939453,0.7114399671554565,2.400930881500244,2.0289862155914307,1.0202671774095506e-06,1.0000001192092896,0.5000001380187912,0.5000003850519078,False,False
120,3.102604627609253,1.824381947517395,2.2014174461364746,-0.24955981969833374,0.7095193862915039,2.40185284614563,2.037001371383667,1.0102064607053762e-06,1.0,0.5000001368178157,0.5000003600071188,False,False
121,3.1035969257354736,1.8222209215164185,2.2010796070098877,-0.25914090871810913,0.7075608968734741,2.4027271270751953,2.0449326038360596,9.924665391736198e-07,1.0,0.5000001356028343,0.5000003364964639,False,False
122,3.1045830249786377,1.820056438446045,2.200739622116089,-0.2686920762062073,0.7055633068084717,2.4035532474517822,2.0527780055999756,7.562981636510813e-07,1.0,0.5000001343744679,0.5000003143944614,False,False
123,3.105562925338745,1.817888617515564,2.200397253036499,-0.2782113552093506,0.7035270929336548,2.404330015182495,2.060532808303833,9.834766387939453e-07,1.0,0.5000001331339946,0.5000002936027866,False,False
124,3.106536626815796,1.8157174587249756,2.200052499771118,-0.2876998782157898,0.7014521360397339,2.405057430267334,2.068194627761841,7.468440799129894e-07,1.0,0.5000001318822629,0.5000002740253646,False,False
125,3.107504367828369,1.8135432004928589,2.1997053623199463,-0.2971572279930115,0.6993390321731567,2.4057319164276123,2.075758934020996,7.402743449347327e-07,1.0000001192092896,0.5000001306201701,0.5000002555852198,False,False
126,3.1084659099578857,1.8113658428192139,2.1993558406829834,-0.30658215284347534,0.6971872448921204,2.406353235244751,2.0832226276397705,7.34855404971313e-07,1.0,0.5000001293485311,0.500000238205582,False,False
127,3.109421491622925,1.80918550491333,2.1990039348602295,-0.3159741759300232,0.6949969530105591,2.4069221019744873,2.090582847595215,7.306128964046366e-07,0.9999999403953552,0.5000001280684379,0.5000002218202891,False,False
128,3.1103708744049072,1.807002305984497,2.1986496448516846,-0.3253336548805237,0.6927683353424072,2.4074347019195557,2.097836494445801,7.396741921184002e-07,1.0000001192092896,0.5000001267804353,0.5000002063698006,False,False
129,3.111314296722412,1.8048163652420044,2.1982927322387695,-0.33465975522994995,0.6905020475387573,2.4078917503356934,2.1049787998199463,7.378708346550411e-07,1.0,0.5000001254858351,0.500000191802058,False,False
130,3.1122517585754395,1.8026278018951416,2.1979334354400635,-0.3439512252807617,0.688197135925293,2.408291816711426,2.112008571624756,5.092622927804769e-07,1.0,0.5000001241850174,0.5000001780633605,False,False
131,3.1131832599639893,1.8004366159439087,2.1975717544555664,-0.3532083034515381,0.6858536005020142,2.408634662628174,2.1189231872558594,5.092622927804769e-07,1.0,0.5000001228787695,0.5000001651073744,False,False
132,3.1141090393066406,1.7982430458068848,2.197207450866699,-0.3624316453933716,0.6834731101989746,2.40891695022583,2.125717878341675,7.378708346550411e-07,1.0000001192092896,0.5000001215679906,0.5000001528955944,False,False
133,3.1150288581848145,1.7960470914840698,2.196840763092041,-0.3716190457344055,0.6810542941093445,2.409139633178711,2.1323907375335693,5.127385520609096e-07,1.0,0.5000001202533693,0.5000001413856672,False,False
